Id,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area1,Wilderness_Area2,Wilderness_Area3,Wilderness_Area4,Soil_Type1,Soil_Type2,Soil_Type3,Soil_Type4,Soil_Type5,Soil_Type6,Soil_Type7,Soil_Type8,Soil_Type9,Soil_Type10,Soil_Type11,Soil_Type12,Soil_Type13,Soil_Type14,Soil_Type15,Soil_Type16,Soil_Type17,Soil_Type18,Soil_Type19,Soil_Type20,Soil_Type21,Soil_Type22,Soil_Type23,Soil_Type24,Soil_Type25,Soil_Type26,Soil_Type27,Soil_Type28,Soil_Type29,Soil_Type30,Soil_Type31,Soil_Type32,Soil_Type33,Soil_Type34,Soil_Type35,Soil_Type36,Soil_Type37,Soil_Type38,Soil_Type39,Soil_Type40,Cover_Type,Aspect2,Highwater,Elv-Vdist,EHDtH,Distanse_to_Hydrolody,Hydro_Fire_1,Hydro_Fire_2,Hydro_Road_1,Hydro_Road_2,Fire_Road_1,Fire_Road_2
9419,3313,194,9,376,52,3360,219,247,163,1329,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,14,False,3261,3237.8,379.5787138394354,1705,953,3736,2984,4689,2031
9420,3319,187,10,277,40,3471,221,247,159,1436,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,False,3279,3263.6,279.8731855680354,1713,1159,3748,3194,4907,2035
9421,3325,180,13,255,46,3834,224,248,153,1794,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,360,False,3279,3274.0,259.11580422660444,2049,1539,4089,3579,5628,2040
9422,3435,6,17,513,87,4068,196,204,142,3438,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,186,False,3348,3332.4,520.324898500927,3951,2925,4581,3555,7506,630
9423,3248,14,8,60,3,3212,213,224,148,2805,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,194,False,3245,3236.0,60.07495318350236,2865,2745,3272,3152,6017,407
9424,3232,338,13,0,0,2989,191,221,169,2670,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,158,False,3232,3232.0,0.0,2670,2670,2989,2989,5659,319
9425,3198,18,8,789,82,1959,214,223,145,2389,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,198,False,3116,3040.2,793.249645445871,3178,1600,2748,1170,4348,430
9426,3295,171,23,190,49,1785,229,243,133,2737,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,351,False,3246,3257.0,196.21671692289624,2927,2547,1975,1595,4522,952
9427,3305,161,16,446,26,4051,234,242,133,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,341,False,3279,3215.8,446.7572047544393,2458,1566,4497,3605,6063,2039
9428,3298,176,19,342,59,4624,226,247,145,2590,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,356,False,3239,3229.6,347.0518693221519,2932,2248,4966,4282,7214,2034
9429,3343,243,7,127,3,4560,205,246,179,3472,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,63,False,3340,3317.6,127.03542812932147,3599,3345,4687,4433,8032,1088
9430,3256,26,11,60,1,3279,215,215,136,2812,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,206,False,3255,3244.0,60.00833275470999,2872,2752,3339,3219,6091,467
9431,3227,34,17,725,98,2190,215,201,117,2342,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,214,False,3129,3082.0,731.5934663458935,3067,1617,2915,1465,4532,152
9432,3240,267,9,309,46,3007,198,244,185,990,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,87,False,3194,3178.2,312.40518561637225,1299,681,3316,2698,3997,2017
9433,3306,181,14,134,27,3588,224,248,154,1549,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,False,3279,3279.2,136.69308687713507,1683,1415,3722,3454,5137,2039
9434,3300,153,16,408,21,4013,238,239,126,1974,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,333,False,3279,3218.4,408.5400837127246,2382,1566,4421,3605,5987,2039
9435,3450,0,11,379,102,3993,203,219,153,3310,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,180,False,3348,3374.2,392.48566852816424,3689,2931,4372,3614,7303,683
9436,3264,22,13,67,2,3320,212,212,135,2804,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,202,False,3262,3250.6,67.02984409947557,2871,2737,3387,3253,6124,516
9437,3247,40,11,30,5,3097,221,216,129,2661,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,220,False,3242,3241.0,30.4138126514911,2691,2631,3127,3067,5758,436
9438,3232,109,19,218,17,1543,249,214,85,2491,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,289,False,3215,3188.4,218.66183937761065,2709,2273,1761,1325,4034,948
9439,3110,140,14,175,-3,1064,240,235,122,1930,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,320,True,3113,3075.0,175.025712396779,2105,1755,1239,889,2994,866
9440,3302,150,11,313,23,3918,235,240,134,1879,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,330,False,3279,3239.4,313.84391024839084,2192,1566,4231,3605,5797,2039
9441,3458,11,14,459,110,4086,204,211,142,3354,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,191,False,3348,3366.2,471.9968220231996,3813,2895,4545,3627,7440,732
9442,3456,8,11,371,108,4008,207,218,147,3289,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,188,False,3348,3381.8,386.4000517598309,3660,2918,4379,3637,7297,719
9443,3258,27,11,85,-1,3188,215,217,137,2681,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,207,True,3259,3241.0,85.00588214941364,2766,2596,3273,3103,5869,507
9444,3251,25,10,0,0,3114,215,219,139,2635,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,205,False,3251,3251.0,0.0,2635,2635,3114,3114,5749,479
9445,3273,35,12,700,123,2385,219,214,129,2304,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,215,False,3150,3133.0,710.724278465285,3004,1604,3085,1685,4689,81
9446,3242,34,17,780,108,2239,215,201,117,2282,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,214,False,3134,3086.0,787.4414263931001,3062,1502,3019,1459,4521,43
9447,3218,19,12,870,93,2110,211,214,138,2285,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,199,False,3125,3044.0,874.9565703507803,3155,1415,2980,1240,4395,175
9448,3183,357,16,882,166,1842,193,210,153,2335,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,177,False,3017,3006.6,897.4853759254243,3217,1453,2724,960,4177,493
9449,3056,356,6,283,27,1001,210,229,157,1224,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,176,False,3029,2999.4,284.28506819739937,1507,941,1284,718,2225,223
9450,3066,271,10,180,26,765,195,243,188,1865,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,91,False,3040,3030.0,181.86808406094787,2045,1685,945,585,2630,1100
9451,2935,253,8,170,19,1033,202,246,182,558,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,73,False,2916,2901.0,171.05846953600397,728,388,1203,863,1591,475
9452,3464,8,13,424,116,4075,204,213,145,3312,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,188,False,3348,3379.2,439.5816192699599,3736,2888,4499,3651,7387,763
9453,3462,15,11,365,114,4023,210,216,142,3268,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,195,False,3348,3389.0,382.3885458535598,3633,2903,4388,3658,7291,755
9454,3299,43,15,60,-1,3479,221,205,115,2844,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,223,True,3300,3287.0,60.00833275470999,2904,2784,3539,3419,6323,635
9455,3286,357,17,242,66,2873,192,208,152,2458,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,177,False,3220,3237.6,250.83859352181037,2700,2216,3115,2631,5331,415
9456,3217,10,12,902,200,2029,206,215,145,2284,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,190,False,3017,3036.6,923.9069217188494,3186,1382,2931,1127,4313,255
9457,3193,354,17,942,176,1844,189,207,155,2240,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,174,False,3017,3004.6,958.3005791504041,3182,1298,2786,902,4084,396
9458,3066,277,9,175,6,785,195,242,187,1860,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,97,False,3060,3031.0,175.10282693320517,2035,1685,960,610,2645,1075
9459,3102,202,13,277,17,1719,213,251,170,792,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,22,False,3085,3046.6,277.5211703636319,1069,515,1996,1442,2511,927
9460,3297,221,9,153,18,3757,209,249,176,1718,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,41,False,3279,3266.4,154.05518491761322,1871,1565,3910,3604,5475,2039
9461,3268,176,12,323,38,4447,226,246,150,2418,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,356,False,3230,3203.4,325.2276126038501,2741,2095,4770,4124,6865,2029
9462,3265,193,14,108,7,4726,218,250,163,2831,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,13,False,3258,3243.4,108.2266141020775,2939,2723,4834,4618,7557,1895
9463,3478,18,14,511,130,4168,208,210,136,3358,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,198,False,3348,3375.8,527.2769670675934,3869,2847,4679,3657,7526,810
9464,3260,17,9,0,0,3174,213,221,145,2598,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,197,False,3260,3260.0,0.0,2598,2598,3174,3174,5772,576
9465,3225,4,12,940,208,2068,204,216,149,2249,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,184,False,3017,3037.0,962.7377628409514,3189,1309,3008,1128,4317,181
9466,3082,106,6,60,2,892,231,232,135,1766,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,286,False,3080,3070.0,60.03332407921454,1826,1706,952,832,2658,874
9467,3065,10,9,180,31,1091,210,221,148,1500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,190,False,3034,3029.0,182.64993840677855,1680,1320,1271,911,2591,409
9468,3194,237,12,85,19,2156,199,250,187,459,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,57,False,3175,3177.0,87.0976463516667,544,374,2241,2071,2615,1697
9469,3275,201,13,342,35,3265,214,251,169,1226,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,21,False,3240,3206.6,343.78627081371354,1568,884,3607,2923,4491,2039
9470,3257,170,13,216,25,4584,229,245,146,2560,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,350,False,3232,3213.8,217.44194627532195,2776,2344,4800,4368,7144,2024
9471,3416,333,4,450,-28,4765,210,234,163,4194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,153,True,3444,3326.0,450.87026958982335,4644,3744,5215,4315,8959,571
9472,3479,25,13,450,131,4131,213,212,133,3294,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,205,False,3348,3389.0,468.6800614491724,3744,2844,4581,3681,7425,837
9473,3327,36,17,90,-6,3587,217,200,113,2854,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,216,True,3333,3309.0,90.19977827023745,2944,2764,3677,3497,6441,733
9474,3281,34,10,127,0,3338,219,218,134,2672,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,214,False,3281,3255.6,127.0,2799,2545,3465,3211,6010,666
9475,3294,354,11,492,105,2715,202,221,157,2305,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,174,False,3189,3195.6,503.079516577648,2797,1813,3207,2223,5020,410
9476,3297,345,10,534,115,2673,200,224,163,2287,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,165,False,3182,3190.2,546.2426200874479,2821,1753,3207,2139,4960,386
9477,3270,23,18,854,127,2330,206,198,123,2193,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,203,False,3143,3099.2,863.3915681774985,3047,1339,3184,1476,4523,137
9478,3237,11,16,960,111,2174,202,206,139,2197,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,191,False,3126,3045.0,966.3958816137412,3157,1237,3134,1214,4371,23
9479,3273,179,13,108,12,3482,225,247,152,1442,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,359,False,3261,3251.4,108.664621657649,1550,1334,3590,3374,4924,2040
9480,3247,186,11,95,8,4751,222,248,159,2732,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,False,3239,3228.0,95.33624704172071,2827,2637,4846,4656,7483,2019
9481,3318,28,20,153,6,3503,208,192,114,2755,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,208,False,3312,3287.4,153.11760186209813,2908,2602,3656,3350,6258,748
9482,3300,5,11,488,104,2758,205,218,149,2287,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,185,False,3196,3202.4,498.95891614440563,2775,1799,3246,2270,5045,471
9483,3079,157,12,258,18,1614,233,241,137,806,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,337,False,3061,3027.4,258.62714474702767,1064,548,1872,1356,2420,808
9484,3244,171,12,170,12,4569,228,245,147,2550,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,351,False,3232,3210.0,170.42300314218147,2720,2380,4739,4399,7119,2019
9485,3429,329,11,446,60,4843,194,227,172,4308,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,149,False,3369,3339.8,450.0177774266257,4754,3862,5289,4397,9151,535
9486,3347,20,15,127,19,3645,208,208,134,2828,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,200,False,3328,3321.6,128.41339493993607,2955,2701,3772,3518,6473,817
9487,3339,19,17,153,8,3594,206,203,130,2789,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,199,False,3331,3308.4,153.20900756809309,2942,2636,3747,3441,6383,805
9488,3309,350,11,618,127,2676,201,222,160,2213,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,170,False,3182,3185.4,630.9144157490776,2831,1595,3294,2058,4889,463
9489,3307,6,17,785,143,2521,196,204,142,2160,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,186,False,3164,3150.0,797.9185422084137,2945,1375,3306,1736,4681,361
9490,3231,71,15,0,0,1698,236,210,102,2708,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,251,False,3231,3231.0,0.0,2708,2708,1698,1698,4406,1010
9491,3086,291,6,458,57,949,203,239,175,1100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,111,False,3029,2994.4,461.5333140738597,1558,642,1407,491,2049,151
9492,3166,174,20,192,0,2162,227,246,141,361,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,354,False,3166,3127.6,192.0,553,169,2354,1970,2523,1801
9493,3411,289,11,467,23,4841,190,239,189,4096,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,109,False,3388,3317.6,467.5660381165424,4563,3629,5308,4374,8937,745
9494,3421,306,8,511,33,4849,198,236,178,4156,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,126,False,3388,3318.8,512.0644490686694,4667,3645,5360,4338,9005,693
9495,3512,25,12,636,164,4332,214,215,135,3373,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,205,False,3348,3384.8,656.8043848818307,4009,2737,4968,3696,7705,959
9496,3358,28,15,95,10,3737,213,207,126,2866,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,208,False,3348,3339.0,95.524865872714,2961,2771,3832,3642,6603,871
9497,3312,11,14,525,107,2800,205,212,142,2230,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,191,False,3205,3207.0,535.7928704266229,2755,1705,3325,2275,5030,570
9498,3311,356,12,573,115,2759,200,218,155,2210,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,176,False,3196,3196.4,584.4262143333408,2783,1637,3332,2186,4969,549
9499,3316,3,18,806,148,2544,194,204,145,2131,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,183,False,3168,3154.8,819.4754419749258,2937,1325,3350,1738,4675,413
9500,3246,0,14,1027,229,2125,199,213,151,2161,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,180,False,3017,3040.6,1052.2214595796838,3188,1134,3152,1098,4286,36
9501,3246,33,12,60,8,1747,218,214,131,2766,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,213,False,3238,3234.0,60.530983801686226,2826,2706,1807,1687,4513,1019
9502,3235,63,17,30,4,1690,233,203,97,2706,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,243,False,3231,3229.0,30.265491900843113,2736,2676,1720,1660,4396,1016
9503,3202,91,12,0,0,1575,238,221,111,2586,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,271,False,3202,3202.0,0.0,2586,2586,1575,1575,4161,1011
9504,3196,108,12,0,0,1546,240,226,115,2556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,288,False,3196,3196.0,0.0,2556,2556,1546,1546,4102,1010
9505,3149,123,27,60,-3,1320,253,207,62,2317,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,303,True,3152,3137.0,60.07495318350236,2377,2257,1380,1260,3637,997
